ENSEMBL	ENTREZID	SYMBOL	GENENAME
ENSG00000185596	102723897	LOC102723897	WAS protein family homolog 2-like
ENSG00000185608	64976	MRPL40	mitochondrial ribosomal protein L40
ENSG00000185610	440097	DBX2	developing brain homeobox 2
ENSG00000185614	389119	FAM212A	family with sequence similarity 212 member A
ENSG00000185615	64714	PDIA2	protein disulfide isomerase family A member 2
ENSG00000185619	10336	PCGF3	polycomb group ring finger 3
ENSG00000185621	89782	LMLN	leishmanolysin like peptidase
ENSG00000185624	5034	P4HB	prolyl 4-hydroxylase subunit beta
ENSG00000185627	5719	PSMD13	proteasome 26S subunit, non-ATPase 13
ENSG00000185630	5087	PBX1	PBX homeobox 1
ENSG00000185633	56901	NDUFA4L2	NDUFA4, mitochondrial complex associated like 2
ENSG00000185634	399694	SHC4	SHC adaptor protein 4
ENSG00000185640	338785	KRT79	keratin 79
ENSG00000185650	677	ZFP36L1	ZFP36 ring finger protein like 1
ENSG00000185651	7332	UBE2L3	ubiquitin conjugating enzyme E2 L3
ENSG00000185652	4908	NTF3	neurotrophin 3
ENSG00000185658	54014	BRWD1	bromodomain and WD repeat domain containing 1
ENSG00000185664	6490	PMEL	premelanosome protein
ENSG00000185666	8224	SYN3	synapsin III
ENSG00000185668	5453	POU3F1	POU class 3 homeobox 1
ENSG00000185669	333929	SNAI3	snail family transcriptional repressor 3
ENSG00000185670	79842	ZBTB3	zinc finger and BTB domain containing 3
ENSG00000185674	254773	LYG2	lysozyme g2
ENSG00000185681	254956	MORN5	MORN repeat containing 5
ENSG00000185684	347918	EP400NL	EP400 N-terminal like
ENSG00000185686	23532	PRAME	preferentially expressed antigen in melanoma
ENSG00000185689	404220	C6orf201	chromosome 6 open reading frame 201
ENSG00000185697	4603	MYBL1	MYB proto-oncogene like 1
ENSG00000185700	84673	TTTY8	testis-specific transcript, Y-linked 8 (non-protein coding)
ENSG00000185716	730094	C16orf52	chromosome 16 open reading frame 52
ENSG00000185721	4733	DRG1	developmentally regulated GTP binding protein 1
ENSG00000185722	51479	ANKFY1	ankyrin repeat and FYVE domain containing 1
ENSG00000185728	253943	YTHDF3	YTH N6-methyladenosine RNA binding protein 3
ENSG00000185730	79943	ZNF696	zinc finger protein 696
ENSG00000185736	105	ADARB2	adenosine deaminase, RNA specific B2 (inactive)
ENSG00000185737	10718	NRG3	neuregulin 3
ENSG00000185739	6345	SRL	sarcalumenin
ENSG00000185742	399947	C11orf87	chromosome 11 open reading frame 87
ENSG00000185745	3434	IFIT1	interferon induced protein with tetratricopeptide repeats 1
ENSG00000185753	159013	CXorf38	chromosome X open reading frame 38
ENSG00000185758	100132463	CLDN24	claudin 24
ENSG00000185760	56479	KCNQ5	potassium voltage-gated channel subfamily Q member 5
ENSG00000185761	339366	ADAMTSL5	ADAMTS like 5
ENSG00000185774	80333	KCNIP4	potassium voltage-gated channel interacting protein 4
ENSG00000185775	389730	SPATA31A6	SPATA31 subfamily A member 6
ENSG00000185787	10933	MORF4L1	mortality factor 4 like 1
ENSG00000185792	338321	NLRP9	NLR family pyrin domain containing 9
ENSG00000185798	348793	WDR53	WD repeat domain 53
ENSG00000185800	1762	DMWD	dystrophia myotonica, WD repeat containing
ENSG00000185803	79581	SLC52A2	solute carrier family 52 member 2
ENSG00000185808	51227	PIGP	phosphatidylinositol glycan anchor biosynthesis class P
ENSG00000185811	10320	IKZF1	IKAROS family zinc finger 1
ENSG00000185813	5833	PCYT2	phosphate cytidylyltransferase 2, ethanolamine
ENSG00000185818	339983	NAT8L	N-acetyltransferase 8 like
ENSG00000185821	390326	OR6C76	olfactory receptor family 6 subfamily C member 76
ENSG00000185823	23742	NPAP1	nuclear pore associated protein 1
ENSG00000185825	10134	BCAP31	B-cell receptor-associated protein 31
ENSG00000185829	51326	ARL17A	ADP ribosylation factor like GTPase 17A
ENSG00000185837	100130717	HDHD5-AS1	HDHD5 antisense RNA 1
ENSG00000185838	54584	GNB1L	G protein subunit beta 1 like
ENSG00000185842	127602	DNAH14	dynein axonemal heavy chain 14
ENSG00000185847	100131138	LINC01405	long intergenic non-protein coding RNA 1405
ENSG00000185860	339512	CCDC190	coiled-coil domain containing 190
ENSG00000185862	2124	EVI2B	ecotropic viral integration site 2B
ENSG00000185863	100505993	TMEM210	transmembrane protein 210
ENSG00000185864	23117	NPIPB3	nuclear pore complex interacting protein family member B3
ENSG00000185869	374899	ZNF829	zinc finger protein 829
ENSG00000185873	132724	TMPRSS11B	transmembrane protease, serine 11B
ENSG00000185875	79896	THNSL1	threonine synthase like 1
ENSG00000185880	140691	TRIM69	tripartite motif containing 69
ENSG00000185883	527	ATP6V0C	ATPase H+ transporting V0 subunit c
ENSG00000185885	8519	IFITM1	interferon induced transmembrane protein 1
ENSG00000185888	339501	PRSS38	protease, serine 38
ENSG00000185894	442868	BPY2C	basic charge, Y-linked, 2C
ENSG00000185896	3916	LAMP1	lysosomal associated membrane protein 1
ENSG00000185897	2865	FFAR3	free fatty acid receptor 3
ENSG00000185899	338398	TAS2R60	taste 2 receptor member 60
ENSG00000185900	84197	POMK	protein-O-mannose kinase
ENSG00000185904	84856	LINC00839	long intergenic non-protein coding RNA 839
ENSG00000185905	283897	C16orf54	chromosome 16 open reading frame 54
ENSG00000185909	200942	KLHDC8B	kelch domain containing 8B
ENSG00000185915	257240	KLHL34	kelch like family member 34
ENSG00000185917	54093	SETD4	SET domain containing 4
ENSG00000185920	5727	PTCH1	patched 1
ENSG00000185924	146760	RTN4RL1	reticulon 4 receptor like 1
ENSG00000185926	119749	OR4C46	olfactory receptor family 4 subfamily C member 46
ENSG00000185933	255022	CALHM1	calcium homeostasis modulator 1
ENSG00000185940	439915	KRTAP5-5	keratin associated protein 5-5
ENSG00000185942	286183	NKAIN3	sodium/potassium transporting ATPase interacting 3
ENSG00000185946	55599	RNPC3	RNA binding region (RNP1, RRM) containing 3
ENSG00000185947	10308	ZNF267	zinc finger protein 267
ENSG00000185950	8660	IRS2	insulin receptor substrate 2
ENSG00000185955	402573	C7orf61	chromosome 7 open reading frame 61
ENSG00000185958	121006	FAM186A	family with sequence similarity 186 member A
ENSG00000185960	6473	SHOX	short stature homeobox
ENSG00000185962	353142	LCE3A	late cornified envelope 3A
ENSG00000185963	23299	BICD2	BICD cargo adaptor 2
ENSG00000185966	353145	LCE3E	late cornified envelope 3E
ENSG00000185972	881	CCIN	calicin
ENSG00000185973	55217	TMLHE	trimethyllysine hydroxylase, epsilon
ENSG00000185974	6011	GRK1	G protein-coupled receptor kinase 1
ENSG00000185982	245939	DEFB128	defensin beta 128
ENSG00000185985	84631	SLITRK2	SLIT and NTRK like family member 2
ENSG00000185988	126520	PLK5	polo like kinase 5
ENSG00000185989	22821	RASA3	RAS p21 protein activator 3
ENSG00000186001	84859	LRCH3	leucine rich repeats and calponin homology domain containing 3
ENSG00000186007	93273	LEMD1	LEM domain containing 1
ENSG00000186009	496	ATP4B	ATPase H+/K+ transporting beta subunit
ENSG00000186010	51079	NDUFA13	NADH:ubiquinone oxidoreductase subunit A13
ENSG00000186017	84924	ZNF566	zinc finger protein 566
ENSG00000186019	100379224	LOC100379224	uncharacterized LOC100379224
ENSG00000186020	57711	ZNF529	zinc finger protein 529
ENSG00000186026	342909	ZNF284	zinc finger protein 284
ENSG00000186038	285242	HTR3E	5-hydroxytryptamine receptor 3E
ENSG00000186047	220107	DLEU7	deleted in lymphocytic leukemia, 7
ENSG00000186049	319101	KRT73	keratin 73
ENSG00000186051	6887	TAL2	TAL bHLH transcription factor 2
ENSG00000186056	100129196	MATN1-AS1	MATN1 antisense RNA 1
ENSG00000186063	64853	AIDA	axin interactor, dorsalization associated
ENSG00000186073	84529	C15orf41	chromosome 15 open reading frame 41
ENSG00000186074	146722	CD300LF	CD300 molecule like family member f
ENSG00000186075	124626	ZPBP2	zona pellucida binding protein 2
ENSG00000186081	3852	KRT5	keratin 5
ENSG00000186086	653149	NBPF6	NBPF member 6
ENSG00000186088	54103	GSAP	gamma-secretase activating protein
ENSG00000186090	200909	HTR3D	5-hydroxytryptamine receptor 3D
ENSG00000186092	79501	OR4F5	olfactory receptor family 4 subfamily F member 5
ENSG00000186094	84871	AGBL4	ATP/GTP binding protein like 4
ENSG00000186103	503582	ARGFX	arginine-fifty homeobox
ENSG00000186104	120227	CYP2R1	cytochrome P450 family 2 subfamily R member 1
ENSG00000186105	100130733	LRRC70	leucine rich repeat containing 70
ENSG00000186106	157567	ANKRD46	ankyrin repeat domain 46
ENSG00000186111	23396	PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
ENSG00000186113	219436	OR5D14	olfactory receptor family 5 subfamily D member 14
ENSG00000186115	8529	CYP4F2	cytochrome P450 family 4 subfamily F member 2
ENSG00000186118	374973	TEX38	testis expressed 38
ENSG00000186119	219438	OR5D18	olfactory receptor family 5 subfamily D member 18
ENSG00000186130	10773	ZBTB6	zinc finger and BTB domain containing 6
ENSG00000186132	130355	C2orf76	chromosome 2 open reading frame 76
ENSG00000186136	353164	TAS2R42	taste 2 receptor member 42
ENSG00000186141	10623	POLR3C	RNA polymerase III subunit C
ENSG00000186143	339779	PRR30	proline rich 30
ENSG00000186146	644414	DEFB131	defensin beta 131
ENSG00000186148	440895	LOC440895	two pore channel 3 pseudogene
ENSG00000186150	164153	UBL4B	ubiquitin like 4B
ENSG00000186153	51741	WWOX	WW domain containing oxidoreductase
ENSG00000186160	199974	CYP4Z1	cytochrome P450 family 4 subfamily Z member 1
ENSG00000186162	152302	CIDECP	cell death-inducing DFFA-like effector c pseudogene
ENSG00000186163	207147	TRY2P	trypsinogen-like pseudogene
ENSG00000186166	338657	CCDC84	coiled-coil domain containing 84
ENSG00000186174	283149	BCL9L	B-cell CLL/lymphoma 9 like
ENSG00000186184	51082	POLR1D	RNA polymerase I subunit D
ENSG00000186185	146909	KIF18B	kinesin family member 18B
ENSG00000186187	84937	ZNRF1	zinc and ring finger 1
ENSG00000186188	338557	FFAR4	free fatty acid receptor 4
ENSG00000186190	359710	BPIFB3	BPI fold containing family B member 3
ENSG00000186191	149954	BPIFB4	BPI fold containing family B member 4
ENSG00000186193	89958	SAPCD2	suppressor APC domain containing 2
ENSG00000186197	128178	EDARADD	EDAR associated death domain
ENSG00000186198	123264	SLC51B	solute carrier family 51 beta subunit
ENSG00000186204	66002	CYP4F12	cytochrome P450 family 4 subfamily F member 12
ENSG00000186205	64757	MARC1	mitochondrial amidoxime reducing component 1
ENSG00000186207	254910	LCE5A	late cornified envelope 5A
ENSG00000186212	345079	SOWAHB	sosondowah ankyrin repeat domain family member B
ENSG00000186222	55330	BLOC1S4	biogenesis of lysosomal organelles complex 1 subunit 4
ENSG00000186226	353135	LCE1E	late cornified envelope 1E
ENSG00000186230	388567	ZNF749	zinc finger protein 749
ENSG00000186231	114792	KLHL32	kelch like family member 32
ENSG00000186235	151174	LOC151174	uncharacterized LOC151174
ENSG00000186260	57496	MKL2	MKL1/myocardin like 2
ENSG00000186265	151888	BTLA	B and T lymphocyte associated
ENSG00000186272	7565	ZNF17	zinc finger protein 17
ENSG00000186280	55693	KDM4D	lysine demethylase 4D
ENSG00000186281	150763	GPAT2	glycerol-3-phosphate acyltransferase 2, mitochondrial
ENSG00000186283	64222	TOR3A	torsin family 3 member A
ENSG00000186288	340529	PABPC1L2A	poly(A) binding protein cytoplasmic 1 like 2A
ENSG00000186297	2558	GABRA5	gamma-aminobutyric acid type A receptor alpha5 subunit
ENSG00000186298	5501	PPP1CC	protein phosphatase 1 catalytic subunit gamma
ENSG00000186300	148254	ZNF555	zinc finger protein 555
ENSG00000186306	128360	OR10T2	olfactory receptor family 10 subfamily T member 2
ENSG00000186310	4675	NAP1L3	nucleosome assembly protein 1 like 3
ENSG00000186312	340591	CA5BP1	carbonic anhydrase 5B pseudogene 1
ENSG00000186314	153768	PRELID2	PRELI domain containing 2
ENSG00000186318	23621	BACE1	beta-secretase 1
ENSG00000186326	388531	RGS9BP	regulator of G-protein signaling 9 binding protein
ENSG00000186329	389177	TMEM212	transmembrane protein 212
ENSG00000186334	285641	SLC36A3	solute carrier family 36 member 3
ENSG00000186335	153201	SLC36A2	solute carrier family 36 member 2
ENSG00000186340	7058	THBS2	thrombospondin 2
ENSG00000186350	6256	RXRA	retinoid X receptor alpha
ENSG00000186352	353322	ANKRD37	ankyrin repeat domain 37
ENSG00000186354	286223	C9orf47	chromosome 9 open reading frame 47
ENSG00000186364	200035	NUDT17	nudix hydrolase 17
ENSG00000186367	100127206	KIAA1024L	KIAA1024 like
ENSG00000186376	7626	ZNF75D	zinc finger protein 75D
ENSG00000186377	260293	CYP4X1	cytochrome P450 family 4 subfamily X member 1
ENSG00000186393	353288	KRT26	keratin 26
ENSG00000186395	3858	KRT10	keratin 10
ENSG00000186399	101059918	GOLGA8R	golgin A8 family member R
ENSG00000186407	342510	CD300E	CD300e molecule
ENSG00000186409	728621	CCDC30	coiled-coil domain containing 30
ENSG00000186416	55922	NKRF	NFKB repressing factor
ENSG00000186417	342035	GLDN	gliomedin
ENSG00000186431	2204	FCAR	Fc fragment of IgA receptor
ENSG00000186432	3840	KPNA4	karyopherin subunit alpha 4
ENSG00000186439	10345	TRDN	triadin
ENSG00000186440	128366	OR6P1	olfactory receptor family 6 subfamily P member 1
ENSG00000186442	3850	KRT3	keratin 3
ENSG00000186446	115560	ZNF501	zinc finger protein 501
ENSG00000186448	10168	ZNF197	zinc finger protein 197
ENSG00000186451	353324	SPATA12	spermatogenesis associated 12
ENSG00000186452	283471	TMPRSS12	transmembrane protease, serine 12
ENSG00000186453	653140	FAM228A	family with sequence similarity 228 member A
ENSG00000186458	400830	DEFB132	defensin beta 132
ENSG00000186462	4674	NAP1L2	nucleosome assembly protein 1 like 2
ENSG00000186468	6228	RPS23	ribosomal protein S23
ENSG00000186469	54331	GNG2	G protein subunit gamma 2
ENSG00000186470	11118	BTN3A2	butyrophilin subfamily 3 member A2
ENSG00000186471	158798	AKAP14	A-kinase anchoring protein 14
ENSG00000186472	27445	PCLO	piccolo presynaptic cytomatrix protein
ENSG00000186474	43849	KLK12	kallikrein related peptidase 12
ENSG00000186479	401190	RGS7BP	regulator of G-protein signaling 7 binding protein
ENSG00000186480	3638	INSIG1	insulin induced gene 1
ENSG00000186487	23040	MYT1L	myelin transcription factor 1 like
ENSG00000186493	153571	C5orf38	chromosome 5 open reading frame 38
ENSG00000186496	252884	ZNF396	zinc finger protein 396
ENSG00000186501	84065	TMEM222	transmembrane protein 222
ENSG00000186509	219956	OR9Q1	olfactory receptor family 9 subfamily Q member 1
ENSG00000186510	1187	CLCNKA	chloride voltage-gated channel Ka
ENSG00000186513	219957	OR9Q2	olfactory receptor family 9 subfamily Q member 2
ENSG00000186517	257106	ARHGAP30	Rho GTPase activating protein 30
ENSG00000186522	151011	SEPT10	septin 10
ENSG00000186523	85002	FAM86B1	family with sequence similarity 86 member B1
ENSG00000186526	11283	CYP4F8	cytochrome P450 family 4 subfamily F member 8
ENSG00000186529	4051	CYP4F3	cytochrome P450 family 4 subfamily F member 3
ENSG00000186532	114826	SMYD4	SET and MYND domain containing 4
ENSG00000186562	245908	DEFB105A	defensin beta 105A
ENSG00000186564	2306	FOXD2	forkhead box D2
ENSG00000186566	23131	GPATCH8	G-patch domain containing 8
ENSG00000186567	56971	CEACAM19	carcinoembryonic antigen related cell adhesion molecule 19
ENSG00000186572	245910	DEFB107A	defensin beta 107A
ENSG00000186575	4771	NF2	neurofibromin 2
ENSG00000186577	221491	C6orf1	chromosome 6 open reading frame 1
ENSG00000186579	245909	DEFB106A	defensin beta 106A
ENSG00000186583	375686	SPATC1	spermatogenesis and centriole associated 1
ENSG00000186591	7328	UBE2H	ubiquitin conjugating enzyme E2 H
ENSG00000186594	84981	MIR22HG	MIR22 host gene
ENSG00000186599	504180	DEFB105B	defensin beta 105B
ENSG00000186603	84842	HPDL	4-hydroxyphenylpyruvate dioxygenase like
ENSG00000186615	100129075	KTN1-AS1	KTN1 antisense RNA 1
ENSG00000186625	11104	KATNA1	katanin catalytic subunit A1
ENSG00000186628	123722	FSD2	fibronectin type III and SPRY domain containing 2
ENSG00000186635	116985	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1
ENSG00000186638	347240	KIF24	kinesin family member 24
ENSG00000186642	5138	PDE2A	phosphodiesterase 2A
ENSG00000186648	90668	CARMIL3	capping protein regulator and myosin 1 linker 3
ENSG00000186652	5553	PRG2	proteoglycan 2, pro eosinophil major basic protein
ENSG00000186654	55615	PRR5	proline rich 5
ENSG00000186660	80829	ZFP91	ZFP91 zinc finger protein
ENSG00000186665	284018	C17orf58	chromosome 17 open reading frame 58
ENSG00000186666	144233	BCDIN3D	BCDIN3 domain containing RNA methyltransferase
ENSG00000186675	139599	MAGEE2	MAGE family member E2
ENSG00000186684	339761	CYP27C1	cytochrome P450 family 27 subfamily C member 1
ENSG00000186687	90624	LYRM7	LYR motif containing 7
ENSG00000186710	387885	CFAP73	cilia and flagella associated protein 73
ENSG00000186714	493860	CCDC73	coiled-coil domain containing 73
ENSG00000186716	613	BCR	BCR, RhoGEF and GTPase activating protein
ENSG00000186723	26539	OR10H1	olfactory receptor family 10 subfamily H member 1
ENSG00000186732	758	MPPED1	metallophosphoesterase domain containing 1
ENSG00000186765	25794	FSCN2	fascin actin-bundling protein 2, retinal
ENSG00000186766	399823	FOXI2	forkhead box I2
ENSG00000186767	139886	SPIN4	spindlin family member 4
ENSG00000186777	654254	ZNF732	zinc finger protein 732
ENSG00000186787	474343	SPIN2B	spindlin family member 2B
ENSG00000186788	389762	SPATA31D3	SPATA31 subfamily D member 3
ENSG00000186790	2301	FOXE3	forkhead box E3
ENSG00000186792	8372	HYAL3	hyaluronoglucosaminidase 3
ENSG00000186795	338567	KCNK18	potassium two pore domain channel subfamily K member 18
ENSG00000186803	3446	IFNA10	interferon alpha 10
ENSG00000186806	147645	VSIG10L	V-set and immunoglobulin domain containing 10 like
ENSG00000186810	2833	CXCR3	C-X-C motif chemokine receptor 3
ENSG00000186812	84307	ZNF397	zinc finger protein 397
ENSG00000186814	100101467	ZSCAN30	zinc finger and SCAN domain containing 30
ENSG00000186815	53373	TPCN1	two pore segment channel 1
ENSG00000186818	11006	LILRB4	leukocyte immunoglobulin like receptor B4
ENSG00000186827	7293	TNFRSF4	TNF receptor superfamily member 4
ENSG00000186832	3868	KRT16	keratin 16
ENSG00000186834	10614	HEXIM1	hexamethylene bisacetamide inducible 1
ENSG00000186838	348303	SELENOV	selenoprotein V
ENSG00000186844	353131	LCE1A	late cornified envelope 1A
ENSG00000186847	3861	KRT14	keratin 14
ENSG00000186854	129293	TRABD2A	TraB domain containing 2A
ENSG00000186860	83902	KRTAP17-1	keratin associated protein 17-1
ENSG00000186862	79955	PDZD7	PDZ domain containing 7
ENSG00000186866	23275	POFUT2	protein O-fucosyltransferase 2
ENSG00000186867	84109	QRFPR	pyroglutamylated RFamide peptide receptor
ENSG00000186868	4137	MAPT	microtubule associated protein tau
ENSG00000186871	54821	ERCC6L	ERCC excision repair 6 like, spindle assembly checkpoint helicase
ENSG00000186881	138805	OR13F1	olfactory receptor family 13 subfamily F member 1
